"";"Parameter_2";"Parameter_type";"Side";"Role";"Kills";"Deaths";"Assists";"CSAt15Min";"CSAtEnd";"GoldAt15Min";"GoldAtEnd";"Games_played.x";"Games_played.y"
"2252";"LUP Mood";"Player";"Red";"support";5,3787620594803;-8,98000031759402;25,484064269576;0,732339961000323;3,47055018909547;1080,40574002397;3747,56260261316;NA;6
"2253";"LUP Vuxan";"Player";"Blue";"jungle";3,17445627116534;0,298583723084026;9,77205215395146;-18,5710077945592;-15,0130540302845;-1459,04800922269;23,1731458100022;NA;1
"2254";"LUP Vuxan";"Player";"Red";"jungle";1,30807165339195;0,369826527482385;7,17879122867122;-22,6410470737906;-35,7499860911358;-1319,77395471786;-125,392340222933;NA;6
"2255";"Lux";"Champion";"Blue";"bottom";0,122476070287814;-3,07957542314473;-0,0920985972479864;11,1005025285011;14,3524884353785;922,876586194478;311,408284077724;1;NA
"2256";"Lux";"Champion";"Blue";"mid";4,47177690412375;0,292796767530413;-1,09863442073767;-2,56702433575315;-28,833260501349;741,75431790912;1453,67555361643;3;NA
"2257";"Lux";"Champion";"Blue";"support";-0,0309597192161569;0,46489315796993;-1,01626354808259;-18,1805828838268;-5,06830284771181;-342,366250508396;1018,01022457321;1;NA
"2258";"Lux";"Champion";"Red";"mid";-12,2137085038107;-0,375685590538382;-2,03698048363312;-0,198805071853625;-9,00875704472765;-1810,82674456915;-5020,48689285071;5;NA
"2259";"Lux";"Champion";"Red";"support";0,439239551649059;-2,14036082128726;1,30316960955019;13,3802430215528;23,2255166462341;211,399241701625;222,299140642799;1;NA
"2260";"LYON Daiky";"Player";"Blue";"jungle";-1,00436422815573;1,5669870610091;0,712164521431922;-28,846069810059;-56,1821444713545;-772,610932506732;-1124,1562479746;NA;3
"2261";"LYON Daiky";"Player";"Red";"jungle";2,99412312170614;-3,47572072844292;4,84349284065686;-15,169460784407;-44,6035722679507;-156,903807295504;525,689158928095;NA;4
"2262";"LYON Gato";"Player";"Blue";"support";0,83822350429165;7,19086527712269;-0,280934013502368;-21,9681933150492;-42,2264641508512;104,52258694569;793,808219053704;NA;1
"2263";"LYON Gato";"Player";"Red";"support";-3,0679188870889;-0,0318826593110068;6,13156727090121;0,186757487186484;10,4549875171915;-577,415740307753;-297,409470280787;NA;1
"2264";"LYON Hena";"Player";"Blue";"bottom";-2,65387983551047;-0,163399433827976;-2,843687873708;-4,75117870972962;-9,0704951557732;-682,799682530461;-1731,05020711888;NA;4
"2265";"LYON Hena";"Player";"Red";"bottom";-0,953547873274452;0,423694415339694;0,293135935600801;-3,17028182784014;1,01758727636405;-118,330416241561;-278,926911601878;NA;6
"2266";"LYON Intio";"Player";"Blue";"bottom";0,60962233950364;-1,39351007399846;-3,0204476522937;-8,88689462349608;10,3343109392438;-533,690204561257;-495,94081209504;NA;3
"2267";"LYON Intio";"Player";"Red";"bottom";-0,749904608534148;-1,30434682354297;9,46682034317926;12,4546777202389;24,7604611592264;26,9584867748726;-16,1708540003923;NA;4
"2268";"LYON L1";"Player";"Blue";"support";-1,48980953924024;2,28142465918489;-0,548716654664277;-5,99306248712657;-2,95018550138443;-662,909053582625;-490,960164983841;NA;2
"2269";"LYON L1";"Player";"Red";"support";0,0915655130650493;1,47802065342906;4,59339783734814;-3,36703006670647;-3,6722171196366;-48,9736803679649;-668,038937260152;NA;3
"2270";"LYON Licorice";"Player";"Blue";"top";-2,22633286533076;2,70863367673394;-4,56343200275863;7,84044832940527;-17,3098968948046;-32,6211448667042;-2613,64706796739;NA;4
"2271";"LYON Licorice";"Player";"Red";"top";2,4027749609482;0,0910775989924314;-1,64780573953664;0,551845675651122;8,23169757918575;-155,685334896807;870,800819233025;NA;6
"2272";"LYON Lyonz";"Player";"Blue";"support";-0,0241737723372889;0,966354658866369;-2,60318668624501;1,06446474232506;-10,1291418605505;-23,4540885903165;-499,829371449683;NA;4
"2273";"LYON Lyonz";"Player";"Red";"support";-0,704796347460954;1,17526084517678;-1,71577289377257;6,52482270547536;6,7804279927845;-406,446551800548;-601,968987195354;NA;6
"2274";"LYON Oddielan";"Player";"Blue";"jungle";0,0609891755790629;2,1530620905337;-4,03860871945712;2,21638257593255;-17,6627586620943;170,615068887794;-1067,21959242673;NA;4
"2275";"LYON Oddielan";"Player";"Red";"jungle";-1,00757747864786;0,665332339957428;0,999657602409484;-4,34067810588288;-18,1266414671977;-371,904066209138;-577,571070860587;NA;6
"2276";"LYON Saint";"Player";"Blue";"mid";-1,52764029013305;1,00294610909106;-1,85397637479839;-3,81811524572188;-9,26634713282769;-175,189370219173;-1118,9928479882;NA;4
"2277";"LYON Saint";"Player";"Red";"mid";-0,418486448535323;-0,488329426105263;-2,50560942328166;-1,68717628927746;18,2838753716875;-308,787464453562;-255,004845350262;NA;6
"2278";"LYON Seiya";"Player";"Blue";"mid";-6,95288179819546;3,07149296243043;1,88915487397828;-18,6854349461074;-67,3987747486828;-780,379424025675;-4139,83208642889;NA;3
"2279";"LYON Seiya";"Player";"Red";"mid";3,99544878747111;-2,15391521763963;2,56981271691392;-8,60567869201747;-56,1384362324838;478,173693864245;-300,788491631222;NA;4
"2280";"LYON Shavo";"Player";"Blue";"top";0,550018447096568;0,606875766052811;-4,74759580233187;-15,1925034291225;-41,0404235778012;-687,575017010539;-1923,9229450091;NA;3
"2281";"LYON Shavo";"Player";"Red";"top";0,639835622391339;-2,3525738275202;4,89731409506011;-15,7630266214908;-25,0954265044692;-606,492005720186;270,787307807487;NA;4
"2282";"M8 Comp";"Player";"Blue";"bottom";7,71261032308424;-3,28358912895402;5,36908030170339;-22,9737151175208;30,3815109113023;-741,466154688536;3351,73872075058;NA;9
"2283";"M8 Comp";"Player";"Red";"bottom";9,96342284709856;-3,39730077190077;7,05017799933197;-11,9987140637115;59,8431010150035;360,856634804431;5276,8431567459;NA;13
"2284";"M8 Eika";"Player";"Blue";"mid";1,92557449063188;-7,48380740952782;11,5149026601968;-0,106623716282633;17,1881614251459;1058,2175871551;44,7037198861233;NA;9
"2285";"M8 Eika";"Player";"Red";"mid";4,22674901021365;-10,2308822104872;13,5636316002553;6,5694727094043;48,151732733042;1581,30430084029;1878,99854760252;NA;13
"2286";"M8 Empyros";"Player";"Blue";"top";2,75087171790655;2,1415761279693;2,35333076878413;34,8140499920739;40,0833361085615;1067,13389797064;2024,79583316818;NA;9
"2287";"M8 Empyros";"Player";"Red";"top";5,45131309747065;-0,131565556293656;3,51537085076914;11,7648958882527;38,0897165786971;404,83613635539;3841,46029005539;NA;13
"2288";"M8 Erdote";"Player";"Blue";"support";4,49044874134215;-13,7840859869791;38,3366036425872;1,53831081183024;6,36693223717697;1132,54553976061;5107,07848004482;NA;9
"2289";"M8 Erdote";"Player";"Red";"support";4,9360026442152;-14,9254547379015;39,5833133676753;2,95115217515317;2,94585889606874;1198,00904687247;5408,97791326;NA;13
"2290";"M8 Zicssi";"Player";"Blue";"jungle";8,5369493831681;-4,45042452839813;14,6662001048239;-10,0897742898079;39,1054288399468;222,960546537566;4697,28122885096;NA;9
"2291";"M8 Zicssi";"Player";"Red";"jungle";9,70826013425232;-6,12949431992761;16,2426103117003;-2,83012023407911;45,9574599481704;223,454073818179;5801,67962827622;NA;13
"2292";"Mahonix";"Player";"Blue";"support";2,19831149739887;0,531386665211339;-8,16760228530571;0,943227054546552;-1,34819840432063;160,688538420387;-289,169644368356;NA;1
"2293";"Mahonix";"Player";"Red";"support";1,46592119171969;-15,5336604042061;43,263709342857;0,209650440680769;-15,3676339916304;-95,8073535036185;4078,59035330736;NA;1
"2294";"Malphite";"Champion";"Blue";"top";-0,363017520949621;-0,319039445382417;1,27425029671217;-7,57931592849362;-29,7473472302883;-174,359935513105;-1231,79546946496;20;NA
"2295";"Malphite";"Champion";"Red";"top";1,71906509706347;-0,242150167844606;0,213473350315827;-6,76565778595211;-8,39276252391015;141,162012713677;281,489275422009;3;NA
"2296";"Maokai";"Champion";"Blue";"jungle";-1,29458929506866;0,611881688169028;6,76665629568145;8,04858434107116;17,117977393287;-510,631580992849;538,633231394696;153;NA
"2297";"Maokai";"Champion";"Blue";"support";0,97617431857537;-0,330447277264428;-0,45382880130679;-3,23736724846599;-2,27559015192629;268,996874716553;553,939916002804;22;NA
"2298";"Maokai";"Champion";"Blue";"top";-0,907206121554908;0,0967782146213616;0,558730754458128;-5,01448744682732;-33,2484501812228;220,957180021113;-955,612094659723;22;NA
"2299";"Maokai";"Champion";"Red";"jungle";-0,652481331072812;-0,324513293721973;1,48040533714094;-11,6422790730666;-34,4221105815485;-367,264034692302;-936,631572514752;182;NA
"2300";"Maokai";"Champion";"Red";"support";0,470723065197783;0,811112461459709;-1,01150085624812;3,22496929532131;8,31689698559653;38,7352598646139;208,824222221528;25;NA
"2301";"Maokai";"Champion";"Red";"top";0,0733411518021704;-0,805866159922391;3,63183410242622;-11,905794449881;-33,5614115225803;-199,9988806225;-519,35848671008;24;NA
"2302";"MasterYi";"Champion";"Blue";"jungle";5,4191870031759;6,07186600816407;-18,0575630543066;18,8091659498062;67,3432141243282;-301,617008223071;2911,47311598334;1;NA
"2303";"MAZ Didi";"Player";"Blue";"mid";0,671042272739473;2,97013677115162;-3,31487292872153;-34,0967951341265;-63,5565012768522;-299,20487602056;-1814,84367801167;NA;3
"2304";"MAZ Didi";"Player";"Red";"mid";-11,9161330380719;2,87303941703634;-2,37975629648478;-33,7988110021862;-14,5554412622992;-509,431957352564;-3518,82182722569;NA;1
"2305";"MAZ Funky";"Player";"Blue";"jungle";-2,02419491273357;3,40468231578382;-1,06175573708528;-16,038620089423;-32,2676223907165;-1043,97151393819;-1977,85521326934;NA;3
"2306";"MAZ Funky";"Player";"Red";"jungle";-3,18566575341882;1,22947339413974;-5,59768416224838;4,76107490796872;-25,0079351734462;-23,4365745925614;-2202,06766842131;NA;1
"2307";"MAZ Gastruks";"Player";"Blue";"support";0,878309589844956;7,0610094491032;-27,6887639134382;-9,47409651356505;-16,2497560363682;-1326,66593011988;-3613,15600857673;NA;3
"2308";"MAZ Gastruks";"Player";"Red";"support";5,58819801307412;5,82047186242764;-15,6725691353813;-2,76393775463182;-2,35129190301604;4,62777571198918;-50,0595759755688;NA;1
"2309";"MAZ LAC";"Player";"Blue";"bottom";-4,36973678050688;1,88644428382374;-3,34761359069975;-33,9966396355407;-23,8882168149921;-1187,97640552582;-3756,61392580929;NA;3
"2310";"MAZ LAC";"Player";"Red";"bottom";-3,46267796480417;4,64083921856305;-5,40380588586911;2,35033565597569;-59,0862839592718;373,448833332834;-4460,12806069325;NA;1
"2311";"MAZ Wamu";"Player";"Blue";"top";-1,50394246878323;-1,29642875424922;-3,79827254199479;34,2680072912131;45,3851495151407;904,446920653631;-533,895041037626;NA;3
"2312";"MAZ Wamu";"Player";"Red";"top";-4,68382769871486;-0,495121515636325;-9,07336141662818;17,3858640289362;-46,4166985594084;1403,72030509711;-3582,68237668997;NA;1
"2313";"MCK Color";"Player";"Blue";"top";2,94792278726245;0,233872927244005;1,17427385258499;39,2065650893763;32,0838721136525;1409,25384693199;1376,16351399825;NA;5
"2314";"MCK Color";"Player";"Red";"top";0,97979295931032;-0,520940934482183;6,86569804500537;24,1947256541633;31,6219564076944;480,194817129501;2089,94436910745;NA;7
"2315";"MCK FlickeR";"Player";"Blue";"bottom";4,23331222214449;0,703569689496374;-1,04429176474817;-26,0266012640501;5,49945042878566;-1488,42536427117;118,448400327233;NA;5
"2316";"MCK FlickeR";"Player";"Red";"bottom";7,23538240802624;-0,0455483195904132;4,64951754321341;-21,5846462206211;14,3265175300158;-1012,13350414087;2625,04494427341;NA;7
"2317";"MCK Furuy";"Player";"Blue";"mid";-0,498597587079242;-6,42538656828893;9,04092827934144;-6,15828929206188;21,1266197778328;517,113995614131;-932,022211829741;NA;5
"2318";"MCK Furuy";"Player";"Red";"mid";3,4716491068432;-8,11948457576189;8,17732115133647;-9,97785699813209;23,2031044452461;573,323849118439;260,528592261021;NA;7
"2319";"MCK Mafro";"Player";"Blue";"jungle";4,91212595041347;0,685966539450183;6,59950150001458;-6,8609348449677;-17,029072423341;-585,950649063141;1097,85317035664;NA;5
"2320";"MCK Mafro";"Player";"Red";"jungle";8,11910252492108;-2,9873872834011;8,59776954160728;-10,6918674028565;14,6596033476588;-733,881042266327;3478,11367384753;NA;7
"2321";"MCK Shredder";"Player";"Blue";"support";3,2677929112987;-7,01206608689419;18,7780459311201;6,71121440820366;9,96757137746014;447,328417598789;2500,06479770869;NA;5
"2322";"MCK Shredder";"Player";"Red";"support";3,1699916316977;-10,78419232703;23,5456759691883;0,162551651049889;0,964103428701988;475,446059447436;3063,84309686934;NA;7
"2323";"MCON choego";"Player";"Blue";"bottom";7,46210199234201;-1,73082542636127;4,67101157442143;-44,4881768486457;15,4747026038097;-1650,47539058026;2440,10022999432;NA;10
"2324";"MCON choego";"Player";"Red";"bottom";8,44087553821668;-0,806429092266822;6,05561844540874;-40,0321434437241;0,310336601205848;-1346,52078998491;2985,08983658977;NA;12
"2325";"MCON Guertas";"Player";"Blue";"jungle";6,97434523541363;-3,62673831329949;10,7393227537186;-22,5354387630707;-4,65903133692296;-1091,50866886358;2664,07966464716;NA;10
"2326";"MCON Guertas";"Player";"Red";"jungle";7,76147510377669;-5,16302449765846;10,2010181299279;-9,59880181320632;0,383485023998787;-494,755704682398;3978,53957327815;NA;12
"2327";"MCON HeSSZero";"Player";"Blue";"top";2,33976343426002;1,13657235238117;4,97247103842528;22,2849509297208;0,134963806475962;395,681765867238;1,68757096954449;NA;10
"2328";"MCON HeSSZero";"Player";"Red";"top";2,20430419879537;-0,339942014198974;6,8528559075021;16,6609619615894;3,02379454545856;726,960881304654;1616,26622285989;NA;12
"2329";"MCON Mahonix";"Player";"Blue";"support";3,42841139466949;-6,64153309567784;19,8169241781574;-4,7892561614809;6,03500198520909;158,410209314459;2560,84653823329;NA;7
"2330";"MCON Mahonix";"Player";"Red";"support";2,75874838753505;-7,74300279356616;24,3317195556942;0,0685369125931534;5,83368562727529;183,8496171152;3049,61099074908;NA;6
"2331";"MCON Marbirius";"Player";"Blue";"mid";1,0521551873167;-7,73689870112627;11,500760135897;-27,789233902412;-9,93284302330975;384,155461526715;-498,948260127798;NA;10
"2332";"MCON Marbirius";"Player";"Red";"mid";4,82511287291319;-9,60746856853266;9,92334563693675;-19,5491948616536;30,6980002212688;797,950223326926;1874,99996846345;NA;12
"2333";"MCON Scientrist";"Player";"Blue";"support";4,48572002524722;-8,74311648148919;27,9192707954369;-2,85842793363985;5,97038703685572;433,420451850983;3773,59374558202;NA;2
"2334";"MCON Scientrist";"Player";"Red";"support";1,70165369900449;-6,61791448269836;14,0745036911843;3,84352310666851;1,34202732067044;777,497531616073;2539,57642328065;NA;1
"2335";"MCON ScienTrist";"Player";"Blue";"support";1,23053622669283;-11,2447460426429;22,3045122494678;-2,2542890228053;3,70121891310433;485,456801529209;3035,72589852563;NA;1
"2336";"MCON ScienTrist";"Player";"Red";"support";3,62078403170594;-9,91651280522481;18,7537553358923;7,00101051042997;14,2575018456037;298,335149503538;2254,46196176212;NA;5
"2337";"Mel";"Champion";"Blue";"bottom";1,64888188137829;-2,14924591425217;0,421752817032285;4,2541430360346;-28,2966776438583;-69,4460031623447;-141,42256674384;6;NA
"2338";"Mel";"Champion";"Blue";"mid";-0,442377266416069;0,9656343598731;-0,621683619511464;4,12718198911126;-0,298790336972503;-312,33404326564;-325,08342641072;22;NA
"2339";"Mel";"Champion";"Red";"bottom";1,16309128325469;0,990605285023575;-2,91147200249219;1,39654796273669;-19,5658823311584;-76,3794295955833;-254,724435695473;8;NA
"2340";"Mel";"Champion";"Red";"mid";-7,09385202336613;-0,272606554864699;-4,52269580327229;10,8727111350223;13,9348919780886;-912,274009762163;-2845,11166801424;33;NA
"2341";"Mel";"Champion";"Red";"support";1,97761054980354;0,436044882720217;-2,90996839317138;-1,3879077078976;7,8941387870047;-201,772051817121;487,399107248641;1;NA
"2342";"Mel";"Champion";"Red";"top";4,12586163904711;-1,86324353281226;7,18633667297051;-27,9096181066869;-4,41110321321715;-126,785013115245;2296,18192157776;1;NA
"2343";"MGZ DeathArrow";"Player";"Blue";"bottom";3,08457597242685;-1,39981903185094;7,74444309216662;-76,2073550804474;-102,583940678365;-1990,29848463517;-2247,74298491525;NA;1
"2344";"MGZ Deliverzz";"Player";"Blue";"jungle";3,13753937731324;0,0639556787239151;9,31163597139978;-31,3922158254837;-72,0183697111148;-1164,56948547184;-1224,77981601287;NA;1
"2345";"MGZ Domoles";"Player";"Blue";"mid";3,75102504069793;-6,69975804156679;11,1500808684503;18,8789123979963;39,9251542265333;2131,19432857846;1880,142693072;NA;1
"2346";"MGZ Rilski";"Player";"Blue";"support";5,14219521044316;-11,4146008053676;32,1656669084879;4,42709337966023;9,19903391281309;1229,52844143027;5036,23227253739;NA;1
"2347";"MGZ v1SaG3";"Player";"Blue";"top";3,90158600443564;6,87225000611825;-0,180948020465943;14,8752711481162;18,25272980167;705,679501203608;-870,569510506695;NA;1
"2348";"MIE freaky dao";"Player";"Blue";"jungle";1,4418958672803;2,15062297859305;7,28282703820435;-54,6770099789662;12,1113240109397;-2548,29571277319;-323,818711774484;NA;2
"2349";"MIE freaky dao";"Player";"Red";"jungle";2,70808537418192;-0,832654618105062;17,7743014144467;-37,4059709054819;1,57948938631477;-1172,54604003875;484,972880813603;NA;2
"2350";"MIE Kappa1";"Player";"Blue";"mid";1,60555799731651;-6,05102590729677;5,27220557977921;-4,52035122357607;-24,271508660224;1271,85670790169;-3001,41131731593;NA;2
"2351";"MIE Kappa1";"Player";"Red";"mid";2,55529497755017;-8,2757514173219;9,40231536282518;-6,50557322625722;20,7388084953883;1084,56000997505;-1057,30553181938;NA;2
"2352";"MIE Kocourek";"Player";"Blue";"support";4,1064656772591;-6,21433300198382;19,6749554881423;13,3672632983251;18,864665364587;1154,84847093562;3158,2288298129;NA;2
"2353";"MIE Kocourek";"Player";"Red";"support";4,39422978194018;-9,4149354030325;24,3827011072335;14,058141450694;20,0818176909801;1193,04591945965;3366,5361672585;NA;2
"2354";"MIE Kotvyc 74";"Player";"Blue";"bottom";6,07884849517758;-5,88230556508824;-3,87126932247845;25,5321751887326;51,5602222760737;281,113407175331;1339,24940913;NA;2
"2355";"MIE Kotvyc 74";"Player";"Red";"bottom";12,6004814566205;-4,21276535170584;0,161420945691144;12,6321918994058;67,4987668049969;1034,74043025997;5722,1676411891;NA;2
"2356";"MIE tomomaso";"Player";"Blue";"top";-6,56229640700664;10,1331855375517;-7,63129658924968;-7,18981547232315;-46,3772736633546;-1088,61015210399;-3604,00640213364;NA;2
"2357";"MIE tomomaso";"Player";"Red";"top";1,06932377277457;6,359011250172;-3,23189429466442;-27,1163062058955;-19,8762475108264;-2087,90478266944;-1548,9424549444;NA;2
"2358";"Milio";"Champion";"Blue";"support";-0,757988916076101;0,118878186813059;-3,98698098528862;1,81538814815679;3,31536204531502;-196,249166347011;-694,856332103084;10;NA
"2359";"Milio";"Champion";"Red";"support";-0,322585632476652;-1,516771073975;2,33132109287705;-2,11743322198237;3,42129317865251;180,032618833134;-546,180550634717;8;NA
"2360";"MISA Batuuu";"Player";"Blue";"support";3,97948393967539;-15,2394307139723;43,0273417776832;1,05991012561588;5,44315942358882;1386,89603142556;6000,75528388176;NA;12
"2361";"MISA Batuuu";"Player";"Red";"support";4,00613995586595;-15,7747996111262;45,0226089004102;2,46065486315469;5,18829998750935;1293,38906200092;6336,45931676219;NA;21
"2362";"MISA Callme";"Player";"Blue";"mid";5,79275217091342;-7,40669795667006;17,6214112102163;-4,52093751953274;-13,8964392163436;1624,59336906208;1612,051158266;NA;12
"2363";"MISA Callme";"Player";"Red";"mid";7,63200218046303;-9,08191486272351;16,3986102170725;-2,3166736385652;8,65585622408039;1535,78864213924;2877,1556104618;NA;21
"2364";"MISA Kaori";"Player";"Blue";"bottom";7,11746932401739;-0,26618413124175;1,62864886954355;-33,3322145150643;18,2760237665334;-1241,11259676802;3295,39020735529;NA;2
"2365";"MISA Kaori";"Player";"Red";"bottom";10,6501678344151;-3,53911651592796;3,38202814275277;-19,5619512282229;70,4830733419478;163,537850775865;6354,67465342611;NA;3
"2366";"MISA Lens";"Player";"Blue";"bottom";12,7808097545195;-3,72759836432962;2,35536259115786;-31,6902405491928;36,188032484686;-369,166647603317;5343,26768136948;NA;8
"2367";"MISA Lens";"Player";"Red";"bottom";14,0306580242615;-3,65693515142254;5,57673683994591;-13,1261369982816;56,4117996794767;33,6114791413889;7025,1915132816;NA;11
"2368";"MISA Mihile";"Player";"Blue";"top";6,1939013678175;-3,73937936420755;4,18625958300687;38,5982848573241;76,4801212262663;1648,13225668339;3730,57347888715;NA;12
"2369";"MISA Mihile";"Player";"Red";"top";6,46183663292407;-4,20099780312672;8,16065530844076;16,4408975305157;66,6254066421073;1217,71350629835;5177,19065072898;NA;21
"2370";"MISA Neon";"Player";"Blue";"bottom";14,2581136660543;-1,53324720797846;-0,502638305241847;-36,5902373571735;57,9487418565549;-963,733317566082;7230,82650935218;NA;2
"2371";"MISA Neon";"Player";"Red";"bottom";12,8137548365964;-2,90112452884005;5,83952986593861;-18,8198542555736;34,3312114071816;-70,3188074892197;6214,19177828514;NA;7
"2372";"MISA Typhoon";"Player";"Blue";"jungle";7,02485250880402;-6,27352160096724;20,3348932473337;-2,48801044329936;22,341662228789;346,379993200124;4221,17516260273;NA;2
"2373";"MISA Typhoon";"Player";"Red";"jungle";10,514329969559;-9,83786966433813;22,1207094075458;1,25065920012354;51,8511194624802;-91,9233715969442;7068,74709890582;NA;7
"2374";"MISA Zanzarah";"Player";"Blue";"jungle";6,57672718912882;-4,00728376325069;15,3520159767155;-2,06560383789304;15,5730273840171;-400,807786754341;3639,37090329061;NA;10
"2375";"MISA Zanzarah";"Player";"Red";"jungle";8,15834935059038;-8,33613547936232;16,9397336758742;4,77583696753077;36,5585467970649;82,0983442661489;5008,9493890497;NA;14
"2376";"MissFortune";"Champion";"Blue";"bottom";1,03588870876157;-0,897481167971652;0,843772238580591;10,0139361301551;3,46857889548011;359,882509034664;818,457763630463;255;NA
"2377";"MissFortune";"Champion";"Blue";"mid";-4,18898159067079;2,25838840403178;-6,64740666073523;-0,258499997466373;-2,72724705980123;-815,337239166417;-1933,52416122116;1;NA
"2378";"MissFortune";"Champion";"Blue";"top";-0,967394782000741;-0,28553757207424;1,66671062005365;37,0959177796218;29,9201157731967;-138,19247208291;968,635971368936;1;NA
"2379";"MissFortune";"Champion";"Red";"bottom";-0,486916793513837;0,376091097868307;-1,85625497135505;9,08302864415998;11,4390420959392;-1,68188224811286;29,7739754999865;226;NA
"2380";"MKF Eckas";"Player";"Blue";"jungle";5,57356512877779;-0,661537796351404;7,16622776902409;-16,3868345249437;20,7487697967913;-242,114697426201;2735,51504008634;NA;8
"2381";"MKF Eckas";"Player";"Red";"jungle";7,83442887871573;-5,4291382323021;10,9250442020964;-9,826280917641;44,6684061622958;-307,142638518307;4449,60602665298;NA;9
"2382";"MKF Fresskowy";"Player";"Blue";"mid";-2,46698381797479;-4,25434886910073;7,17714914340578;-10,9420059723351;7,63662392306709;300,43952402265;-2723,66907398279;NA;8
"2383";"MKF Fresskowy";"Player";"Red";"mid";3,07039411669857;-6,31465807737482;7,52750594316955;-6,96376652070676;16,8851422554321;525,318796471442;-484,291654555463;NA;9
"2384";"MKF kamilius";"Player";"Blue";"support";5,23491477012594;-13,0154090487047;26,9148763285877;2,66708528709847;11,5294212181662;895,229237204429;4421,43909725658;NA;3
"2385";"MKF kamilius";"Player";"Red";"support";5,62631264818869;-13,600547773238;29,3595647263931;8,19073822545394;13,6417566961409;652,848002415163;4520,91048840283;NA;5
"2386";"MKF Spooder";"Player";"Blue";"top";2,45479554465132;1,77920918681961;2,40127546839106;2,52899868381076;-34,8005195415408;-184,951698963617;-1114,38835207295;NA;8
"2387";"MKF Spooder";"Player";"Red";"top";2,22549787818591;1,93461977002054;3,67431140866323;-1,93589040511919;-3,91245111721684;-278,228035050337;1207,05663070904;NA;9
"2388";"MKF Treatz";"Player";"Blue";"support";3,82586147834095;-10,8065886164141;23,8660416152948;5,56065349165756;6,82038086220529;730,045539459881;3128,62444162535;NA;5
"2389";"MKF Treatz";"Player";"Red";"support";4,12748711392749;-12,471280477942;29,4502406609954;1,93624127131912;4,2912519255329;558,0162174453;4346,32943383404;NA;4
"2390";"MKF UNF0RGIVEN";"Player";"Blue";"bottom";6,10112058106645;-0,917467119420346;-0,693241469662357;-33,1942259280754;16,0495125110911;-1529,32422383474;792,269441569565;NA;8
"2391";"MKF UNF0RGIVEN";"Player";"Red";"bottom";7,08337419545542;-1,85055941095754;5,03718458404653;-30,7494989207268;24,0395184829272;-1005,74573716114;2569,11403051227;NA;9
"2392";"MKOI Alvaro";"Player";"Blue";"support";-0,0390442105659573;1,68132663698306;-1,89934522881657;-5,38626919077522;-11,7693389022037;36,3020881338979;-639,068027847263;NA;12
"2393";"MKOI Alvaro";"Player";"Red";"support";0,726324484091893;-0,318283038964981;3,98963183897895;-5,93874732589444;-11,23508157647;57,191250624662;498,167105107304;NA;15
"2394";"MKOI Elyoya";"Player";"Blue";"jungle";-0,193933470038072;3,2205098305781;-3,11305976983921;-6,3287829191883;-30,4591902780873;3,48265994798246;-1375,05791022502;NA;12
"2395";"MKOI Elyoya";"Player";"Red";"jungle";1,21019404766899;-0,362770768979873;4,09945811340665;7,64672188503078;4,05382377732986;188,059862005004;1063,66167937564;NA;15
"2396";"MKOI Jojopyun";"Player";"Blue";"mid";-1,94243383339688;1,24994318946618;-3,30245496479773;-3,02120466212442;-29,5092634367381;-304,739882606739;-2104,73463289976;NA;12
"2397";"MKOI Jojopyun";"Player";"Red";"mid";2,50394996152707;-1,62718189967455;-2,12039912120052;7,42833989022191;15,721843411494;-118,404546885237;966,245701338697;NA;15
"2398";"MKOI Myrwn";"Player";"Blue";"top";-0,0071138003022628;-0,202684633608471;-1,1961067258026;29,1931313737064;23,9543682921591;1019,48992834189;69,1966763347851;NA;12
"2399";"MKOI Myrwn";"Player";"Red";"top";1,41796021580546;-2,58509487842493;3,51892453096355;11,2674916959234;28,2425201034787;383,292184332916;2441,96301436713;NA;15
"2400";"MKOI Supa";"Player";"Blue";"bottom";-0,846573574582604;-1,42682577773372;0,980414737443481;4,44766377062973;16,6075634574103;-184,895700437806;238,07049728508;NA;12
"2401";"MKOI Supa";"Player";"Red";"bottom";2,67401680962208;-2,15069838539849;5,02620978458401;8,75936185619792;24,8511056282627;547,668287355399;3055,3994620553;NA;15
"2402";"MonkeyKing";"Champion";"Blue";"jungle";-0,638359526254658;0,452865369401559;4,99004861011048;10,3146494109895;37,5028768923991;-400,233954640623;1291,27514950042;154;NA
"2403";"MonkeyKing";"Champion";"Blue";"support";1,72599771651944;-0,119189847321022;9,2071778396388;1,21854099029355;12,8613908496765;738,737727018616;3077,97299463978;1;NA
"2404";"MonkeyKing";"Champion";"Blue";"top";0,379954149355533;1,2203220169274;-0,717921280351878;-2,94406000067961;2,48458570881478;-34,7238086141526;-28,8186368460234;7;NA
"2405";"MonkeyKing";"Champion";"Red";"jungle";1,100169225176;-0,957792509867819;0,639372653220837;-7,96900776176621;-10,4576690245133;-45,2694876776587;190,151662228645;166;NA
"2406";"MonkeyKing";"Champion";"Red";"top";0,171332387217023;-0,420128894357401;0,530522216739735;-10,3822856035484;-10,2553598624927;-225,67818751052;268,214698298191;8;NA
"2407";"Mordekaiser";"Champion";"Blue";"top";1,59362313012002;1,43044959989491;-0,94521321248685;-11,7243464330281;-0,830312030140017;-49,2653769382786;810,607123754548;6;NA
"2408";"Mordekaiser";"Champion";"Red";"jungle";-1,35957856141743;0,125678356338322;1,76493240160126;40,2696243195046;10,859854427883;1049,53034501268;552,885695809666;1;NA
