"";"Parameter_2";"Parameter_type";"Side";"Role";"Kills";"Deaths";"Assists";"CSAt15Min";"CSAtEnd";"GoldAt15Min";"GoldAtEnd";"Games_played.x";"Games_played.y"
"2409";"Mordekaiser";"Champion";"Red";"top";-0,767876539881262;-0,190592947809185;-1,24010594595826;8,99334615092851;-16,3104896398303;380,745300783617;-1107,83281904296;8;NA
"2410";"Morgana";"Champion";"Blue";"jungle";-2,25747216340997;1,71125503173296;7,98301587893726;7,12467945786977;63,5617175819313;-892,264058690021;2323,51676616985;2;NA
"2411";"Morgana";"Champion";"Blue";"support";3,12658400523561;-4,2828149913069;4,85899178418878;2,66655121681081;-2,0964808257517;969,825618616271;2792,15856797303;1;NA
"2412";"Morgana";"Champion";"Red";"jungle";0,61901614572368;-2,96881361549732;1,09169233322145;-15,7212630944937;10,0323078537897;121,471304113672;288,137252178588;2;NA
"2413";"MVE Bless1";"Player";"Blue";"mid";-1,09270898230632;-4,46738855516134;4,9542855799513;2,31665585317475;22,4012755333159;1668,052812696;-2870,28867395176;NA;5
"2414";"MVE Bless1";"Player";"Red";"mid";6,84702529293207;-9,95305712846853;5,68929528359937;6,67408763576664;48,3518860617547;920,383059165989;395,573590769085;NA;8
"2415";"MVE Darkeszy";"Player";"Blue";"top";-5,16446780830029;8,40958498898158;-6,57246236591436;-24,0172347885439;-104,574610175694;-2056,82149528345;-7469,74022091125;NA;5
"2416";"MVE Darkeszy";"Player";"Red";"top";-0,648053419865801;2,21395128361612;-0,672221518468416;-23,8274915776893;-49,1695825487183;-1909,35300667531;-2541,04008112006;NA;8
"2417";"MVE DVLK";"Player";"Blue";"jungle";4,59628143945124;3,18570878719803;9,99309785079354;-37,7770764383775;2,19502529497868;-471,14030565667;132,147120840234;NA;5
"2418";"MVE DVLK";"Player";"Red";"jungle";3,75963528355696;-0,17452322573643;16,980787959732;-56,7750246084498;-15,5972558395141;-2220,68767304679;1249,89120155738;NA;8
"2419";"MVE Huron";"Player";"Blue";"bottom";9,68402888653262;-3,96194968854444;-0,423401585443096;24,0513407410489;70,5866755945919;2096,27819502473;3693,8751838747;NA;5
"2420";"MVE Huron";"Player";"Red";"bottom";13,3478448763811;-4,94328793149288;2,57011652482137;29,805566254657;85,3386521700295;1556,53727311276;6557,52705878138;NA;8
"2421";"MVE XerRay";"Player";"Blue";"support";3,75628605036372;-9,43721948555384;21,9870679113849;6,05101482965639;7,65734672822529;1892,94290105211;2945,08717152877;NA;5
"2422";"MVE XerRay";"Player";"Red";"support";4,73270525923409;-12,7115119949052;29,9573594267113;9,24484665567787;11,1657538303084;1210,77797706225;4088,81746646023;NA;8
"2423";"MVG Doni1";"Player";"Blue";"mid";-3,18852471508562;4,25972132642256;5,97262363565453;-52,6364111431834;-63,8404782396838;-855,974714612566;-3211,1722457754;NA;5
"2424";"MVG Doni1";"Player";"Red";"mid";-7,05484960828944;-1,36358350163158;4,51783089539516;-21,5579982657128;19,6910031338484;-1045,86892175148;-1440,86825249618;NA;6
"2425";"MVG Horus";"Player";"Blue";"bottom";-2,41487583415826;1,79169789980254;0,213872398409809;-24,6958648738612;-57,5789239150751;-1119,12924880751;-3325,23615175504;NA;5
"2426";"MVG Horus";"Player";"Red";"bottom";-3,47824930017531;3,18183837588335;-2,65658279238417;-28,4471143679775;-57,4025739426587;-1136,58567621069;-3528,50175998434;NA;6
"2427";"MVG Shuhari";"Player";"Blue";"support";4,24669508892225;-1,22025798820896;0,978067047889714;-0,729277252742502;4,19073352403121;-13,9954106665699;1456,51978051567;NA;5
"2428";"MVG Shuhari";"Player";"Red";"support";5,72810545113529;4,05128914909154;-19,3285591661339;3,1235183788356;-1,02483856098738;-134,426764047874;-452,88919154739;NA;4
"2429";"MVG Skeeto";"Player";"Blue";"top";-1,71654133823345;-1,73892891742899;-2,09236157829327;28,2673685456808;25,410459692627;704,900612617003;-2259,0876825406;NA;5
"2430";"MVG Skeeto";"Player";"Red";"top";-2,75929621243267;-1,29439232751654;-9,50919167103716;42,8679582827852;-0,806501501072581;1536,61081160227;-2160,35222674856;NA;6
"2431";"MVG Unforgiven";"Player";"Blue";"jungle";-3,37409832773048;-0,0229886965064586;1,90590841700418;-23,2930109009743;-49,3467539340934;-834,686265603341;-3582,07508800588;NA;5
"2432";"MVG Unforgiven";"Player";"Red";"jungle";-4,8822551747191;0,975981840095907;-3,0740673095057;-21,9175054238512;-45,6482171081217;-991,128324481876;-3910,79289992997;NA;6
"2433";"MVKE Gury";"Player";"Blue";"jungle";-0,393263135104062;3,22528575682195;-3,86112155438726;-6,86314396560828;7,45435140172849;-373,50697686986;-128,138106249044;NA;18
"2434";"MVKE Gury";"Player";"Red";"jungle";1,50305956641473;-0,0871591458638652;-1,12238626766689;-0,536927640666113;15,4796886771597;-182,142433771549;1244,09804776657;NA;8
"2435";"MVKE Kati";"Player";"Blue";"mid";-2,07391648533231;1,82533931810498;-6,31888696735734;-8,29171860453397;-27,6879656122171;-525,378044888696;-1825,69710819215;NA;18
"2436";"MVKE Kati";"Player";"Red";"mid";1,47482981511436;-1,2178086395165;-4,8677583699465;7,48201205134864;-1,1227052880185;-332,11805281608;19,4434452053074;NA;8
"2437";"MVKE Kratos";"Player";"Blue";"top";-0,465341293687701;0,573314246873987;-0,809323180112934;25,665005082756;17,6965010674655;489,74563697992;249,239151369784;NA;18
"2438";"MVKE Kratos";"Player";"Red";"top";1,44916046398256;-0,866551370068431;2,88067227498955;12,9923651424762;20,2052404806921;262,470653313588;2697,21834413389;NA;8
"2439";"MVKE Shogun";"Player";"Blue";"bottom";-2,91780087160158;-1,68620391985601;-0,501864552366822;-13,3812598468585;26,8452654894721;-885,541851229439;-451,782197994777;NA;15
"2440";"MVKE Shogun";"Player";"Red";"bottom";0,047609408283796;-2,17407543959311;3,01339915400312;-3,94138045771513;41,7335961819205;-512,701754975403;2313,84571369148;NA;8
"2441";"MVKE SiuLoong";"Player";"Blue";"support";-0,452811755515854;1,61307004551585;-5,67334253922642;-4,5917158696683;-9,67677844119766;-10,0296419902285;-672,35536628771;NA;18
"2442";"MVKE SiuLoong";"Player";"Red";"support";0,0268822065669524;0,124000015918894;-2,65350233811599;-0,356346010806842;-7,7297570701368;35,9533831790413;-221,122038724919;NA;8
"2443";"MVKE Sty1e";"Player";"Blue";"bottom";-3,27027797941184;1,31233287047067;-1,38655113706058;-13,9543564602225;-2,32924398279348;-501,923578201735;-1017,54107279969;NA;3
"2444";"MYTH Babuleh";"Player";"Blue";"top";2,38436958569658;2,50837403397694;3,03662852043236;11,1384767499435;-26,1389220552754;604,554099809472;-1546,23401751991;NA;5
"2445";"MYTH Babuleh";"Player";"Red";"top";2,83787955608492;0,565172324472344;3,96627362890619;-5,1806436299024;-50,2474898287961;-121,27411689243;-395,786650347698;NA;5
"2446";"MYTH Bandit";"Player";"Blue";"jungle";7,05570659078048;-2,46474913352707;6,77371248717373;-9,58446387213773;-36,7807649124384;-58,1606832881512;2164,1347948617;NA;3
"2447";"MYTH Bandit";"Player";"Red";"jungle";8,25811170686197;-7,49781660517004;10,8843673364357;17,1999964313702;9,54188280089191;2,95979736815497;3630,65871711908;NA;1
"2448";"MYTH Baul";"Player";"Blue";"support";3,18220495004182;-5,98116829556659;11,8497425933683;1,46173963490438;14,6850316209394;324,335868405228;1246,94908851776;NA;7
"2449";"MYTH Baul";"Player";"Red";"support";3,89614210387842;-7,1151307246095;19,4163326655819;1,13721041895392;12,5619071239278;256,99432840825;2783,87331894577;NA;4
"2450";"MYTH Bcan";"Player";"Blue";"mid";-1,78565125591102;-6,73087598937528;10,124620789307;-31,939871391634;-25,4291553527867;494,639444681935;-2909,16701488112;NA;10
"2451";"MYTH Bcan";"Player";"Red";"mid";4,61120262434434;-9,58659851303009;9,10252503166887;-26,7504140883868;28,1088312423293;527,943941489878;1697,57354842821;NA;10
"2452";"MYTH Crow";"Player";"Blue";"support";6,790478707833;-7,8891391271589;16,7116322219683;9,38760461273598;19,714535722658;642,669416849274;2511,24611529109;NA;1
"2453";"MYTH Crow";"Player";"Red";"support";3,66886303290198;-7,25167339994162;23,6825445055783;-5,00027307346617;-2,68200602485098;-311,426934979771;2262,91705065235;NA;1
"2454";"MYTH Dandom";"Player";"Blue";"jungle";1,08922195342703;-0,631419717109607;7,35026073832043;-17,3709953420823;-50,0673528431646;-997,930845360881;-1139,73237451871;NA;5
"2455";"MYTH Dandom";"Player";"Red";"jungle";4,90767832593385;-5,85166406960681;9,4746725224049;-15,5207423399217;20,168405530568;-963,232239864119;2624,45208237715;NA;5
"2456";"MYTH DrSaw";"Player";"Blue";"top";2,07174511396231;1,85232799449778;0,431661372514502;-14,2911043290591;-3,57995878844731;-118,583660416791;-1656,73772566719;NA;2
"2457";"MYTH DrSaw";"Player";"Red";"top";-3,59946870131708;5,42472299403563;4,67149364065297;-18,3095610293703;-44,3424767867889;-733,445350724909;-2349,07455182328;NA;2
"2458";"MYTH Fla01";"Player";"Red";"support";3,51720369815177;-4,72803427469877;17,350351872686;-5,79099523655974;2,56961940808842;244,756327410497;2024,66308974461;NA;3
"2459";"MYTH iana";"Player";"Blue";"support";1,98319379492639;-8,73369040483161;18,1085913029618;-4,74139618695596;3,822009646124;-232,107320980422;1134,53990556441;NA;2
"2460";"MYTH iana";"Player";"Red";"support";3,04979514280007;-8,89120405371136;30,3614045727302;4,47809085911605;17,855991878571;435,806449828416;2884,09193633717;NA;2
"2461";"MYTH KalenBoss";"Player";"Blue";"jungle";1,36171305164505;0,121005849129493;0,873023830194851;-32,1222751859857;-41,8390353807203;-1691,21167011753;-466,635095031362;NA;2
"2462";"MYTH KalenBoss";"Player";"Red";"jungle";7,16985677171377;-5,05404014426028;12,4599368829033;-41,5553506822163;-28,9648666452747;-531,311441789191;2993,56660078526;NA;4
"2463";"MYTH Space";"Player";"Blue";"bottom";5,05413305436704;0,764417960328299;2,65532680433597;-48,2114814370629;-17,7388653533159;-1937,493668291;605,56731456746;NA;10
"2464";"MYTH Space";"Player";"Red";"bottom";8,16744030838751;-1,29489918594281;5,11324816185248;-46,2051325309455;23,8614407460183;-1583,8222365275;3306,2074943382;NA;10
"2465";"MYTH Wind1";"Player";"Blue";"top";2,00927320955528;0,0762005059055184;4,19141976656116;27,4032924186673;15,0413231023781;1008,46853188663;-84,3578821870412;NA;3
"2466";"MYTH Wind1";"Player";"Red";"top";3,59845278391805;-0,746818207211522;8,48884747232774;33,6900327497198;13,8999764945736;1357,44585653778;2600,04984567111;NA;3
"2467";"NA Biofrost";"Player";"Blue";"support";0,893205681024309;-0,329318549723319;1,30640756966355;-3,31186034470196;-4,70163193706072;-81,3221546410871;-1091,76185758798;NA;2
"2468";"NA Biofrost";"Player";"Red";"support";0,15614167096591;-1,32682298039796;10,6160823561505;3,73764160755233;4,37146617030496;237,30044338465;1128,10652607607;NA;7
"2469";"NA Doublelift";"Player";"Blue";"bottom";0,465607857738174;-0,323482742113245;-1,85477585299956;26,7546827208656;37,8632597438777;-18,9167010245365;-1422,72088253747;NA;2
"2470";"NA Doublelift";"Player";"Red";"bottom";2,40238015353136;0,0580021112765277;2,04854476135422;-0,715421121781033;-12,9071644487873;194,501928261204;-46,9222434953504;NA;7
"2471";"NA Kelpo";"Player";"Red";"support";1,56317429477036;2,81826455712405;-0,794996842786394;0,915387398011302;2,83185843791919;454,065344252285;570,366205919466;NA;3
"2472";"NA Pobelter";"Player";"Blue";"mid";-6,88695954633769;1,97991307361159;2,83630698758601;-0,674839658138355;-5,98155745659452;-752,097264362528;-2865,77632314454;NA;2
"2473";"NA Pobelter";"Player";"Red";"mid";-2,24570653378158;1,38106269292702;1,83834709927766;3,13361992023126;5,76389324197786;19,5261494610724;-159,291773818993;NA;10
"2474";"NA Spica";"Player";"Blue";"jungle";-0,626861800429542;6,56742880841013;0,23283384994752;-9,99643329838509;-4,05675545454386;-325,102456221517;-1637,05675806454;NA;2
"2475";"NA Spica";"Player";"Red";"jungle";0,823028624876573;0,622585471535458;1,6169912074845;7,60391428891371;35,7452869562726;225,800924646339;956,025475762235;NA;10
"2476";"NA Sushee";"Player";"Red";"bottom";-1,60848939558829;0,354696010748049;-5,13753478539126;-11,0610215894509;-14,9102576874853;-691,51160790301;-1466,15839801402;NA;3
"2477";"NA TF Blade";"Player";"Blue";"top";-2,72065150441586;-2,62018114834825;-0,251552192928814;25,3586026561531;66,1312747510633;88,8183111469185;-919,746996578631;NA;2
"2478";"NA TF Blade";"Player";"Red";"top";-2,14122564809392;0,425546803776945;0,0912542941567378;4,29912576105212;8,21567555985374;-292,712705841013;-590,471189993136;NA;10
"2479";"Naafiri";"Champion";"Blue";"jungle";0,133165533635053;0,0972801160995263;5,11151064242628;20,1436419872101;61,8913778786289;-90,5355169871372;2068,21025856063;109;NA
"2480";"Naafiri";"Champion";"Blue";"mid";-0,687265390582746;0,0132748228440009;-2,08991293873492;-10,1531178803951;-0,245641507581443;-105,530777401566;432,641081550796;1;NA
"2481";"Naafiri";"Champion";"Blue";"top";9,01908720143119;-4,31477524920424;7,36007826025009;4,1027577643838;51,9595024282211;-1016,01492506929;4535,45574696021;1;NA
"2482";"Naafiri";"Champion";"Red";"jungle";1,70112185824788;-1,19857477184829;-0,0411472335776647;-2,49148557675452;6,09448686873889;43,9028393523041;722,147597546961;132;NA
"2483";"Naafiri";"Champion";"Red";"mid";-8,33683589268982;1,36893392234145;-6,74160332866744;10,7798197699944;-30,1714458586965;-1121,26766160156;-4687,32377855355;4;NA
"2484";"Naafiri";"Champion";"Red";"top";-3,19691940205216;-1,7365087914274;2,63527808094479;22,2296899160862;31,3030745646479;405,393566407164;752,762390763105;1;NA
"2485";"Nami";"Champion";"Blue";"support";0,766809873886172;-2,15219829829677;8,07864410301559;0,716140828545805;3,12768967218991;199,34496570524;1328,51096136931;6;NA
"2486";"Nami";"Champion";"Red";"support";-0,236729066149196;1,19511735948782;-4,18695087381614;0,114461765851619;2,67858552419638;-248,341041920138;-567,144892588039;8;NA
"2487";"Nasus";"Champion";"Blue";"top";2,11099163845796;-0,252690569219286;-2,70965435967567;-12,0668047318144;-16,3957834216039;-198,858310774876;-182,056846775562;1;NA
"2488";"Nasus";"Champion";"Red";"mid";-14,7403632725794;0,641026018759387;-12,7791948369626;7,26453464787607;21,581065757933;-1501,22774322238;-6112,21303320703;1;NA
"2489";"Nautilus";"Champion";"Blue";"jungle";-2,46483871863154;2,65055173637687;2,96605112828836;1,58436000613575;-29,8080673551621;-1048,79712772446;-1542,61508622786;1;NA
"2490";"Nautilus";"Champion";"Blue";"support";0,0942924488764741;-0,317385228172199;0,0543528615660327;1,57978901805544;3,74255606867764;61,9999271590623;165,317890914578;258;NA
"2491";"Nautilus";"Champion";"Blue";"top";-0,879164262686508;1,57722242596337;0,564361951569426;-13,4763893729431;-41,611209633915;-1492,76802979534;-1476,97704630891;2;NA
"2492";"Nautilus";"Champion";"Red";"support";0,0413910590854229;0,378057378243602;-1,55207790705059;2,98944234853414;4,81576366840449;33,90895272167;-74,193340993548;308;NA
"2493";"Nautilus";"Champion";"Red";"top";0,32807181844941;-0,637191506795487;1,28297013974026;3,32883941669204;-17,2753547172288;69,9108653345342;-426,007513854222;2;NA
"2494";"NBS adi1";"Player";"Blue";"jungle";5,4562855867966;0,81633238481268;12,7181868145232;-27,9465502693244;-34,0045167480784;-385,876890319947;1124,75814446425;NA;5
"2495";"NBS adi1";"Player";"Red";"jungle";7,54453289407434;-2,11565025812129;13,0850641464823;-17,5568265322925;25,5311264123663;-513,874201364035;3245,36679381062;NA;14
"2496";"NBS bobista";"Player";"Blue";"top";-0,497401382390484;0,241597308684335;-0,534395653913738;20,732953429605;24,8797620373627;-350,196519534455;-1258,61973884827;NA;5
"2497";"NBS bobista";"Player";"Red";"top";-0,401617600085249;0,925958619418824;-0,182913717914216;6,80546306730669;-17,5907561549264;-877,161311335262;-1213,76900155762;NA;14
"2498";"NBS Peto";"Player";"Blue";"support";3,40944503050568;-12,0970786214886;33,0993262527569;7,13676098474267;3,22419703901035;1449,89668958286;3798,44109633678;NA;5
"2499";"NBS Peto";"Player";"Red";"support";4,72921638177165;-12,5661653355876;32,3153912771493;5,43181249729048;3,90239189133091;1401,36320800266;4232,30085424604;NA;14
"2500";"NBS raining";"Player";"Blue";"bottom";10,0920540423967;-1,6882864534702;3,90983609800182;-4,43974280711149;27,4104977091844;597,730436098924;4070,64834025758;NA;5
"2501";"NBS raining";"Player";"Red";"bottom";9,29572114173277;-2,22205312747464;5,62434642543482;7,79793217212157;46,9091266133925;805,541053897815;5039,54550058679;NA;14
"2502";"NBS STANIK";"Player";"Blue";"mid";1,95856616903396;-7,01097878940933;14,4707477045271;-10,3303343273424;3,8080393551416;937,578679501764;-633,297729893327;NA;5
"2503";"NBS STANIK";"Player";"Red";"mid";4,92959343833166;-7,91684519248612;10,7086172161369;9,59895807233831;32,8984577343988;1579,45377270431;113,077749884822;NA;14
"2504";"NCP Lchallenge";"Player";"Blue";"support";-0,92801195302773;4,58647300901669;-1,43281873828915;-21,4475122059514;-29,0721018250378;-344,973842509669;-1476,28806727527;NA;2
"2505";"NCP Lchallenge";"Player";"Red";"support";1,10281695815268;0,140898558967139;8,23246317859102;-4,2879388791884;-0,774641155212598;221,289472351173;999,178680325454;NA;1
"2506";"NCP Nangning";"Player";"Blue";"mid";-3,78995142955165;7,32473173726552;2,01661146943033;-31,037547016905;-17,9356522055563;-486,210642787007;-3087,40160710671;NA;2
"2507";"NCP Nangning";"Player";"Red";"bottom";NA;NA;NA;NA;NA;NA;NA;NA;1
"2508";"NCP Perle";"Player";"Blue";"top";2,11169978497985;0,431929816503718;-8,25719392832716;28,0306673763846;52,9063998461035;-368,989203848687;-918,837183079241;NA;2
"2509";"NCP Perle";"Player";"Red";"top";-2,32024141858256;-3,99095915034876;3,70787826263706;-20,4782077201789;-83,4024720138337;-191,476425065216;-4609,03027748887;NA;1
"2510";"NCP saru";"Player";"Blue";"bottom";3,25477277465656;0,721591958972018;-7,94790728370893;-5,57124155764829;-37,0866022085856;456,033031270679;-1477,35899527252;NA;2
"2511";"NCP saru";"Player";"Red";"mid";12,8930048138208;-3,23305053837764;1,95416106085977;25,917521516465;71,0437162367161;1751,61041499257;5261,64860271837;NA;1
"2512";"NCP Sassappel";"Player";"Blue";"jungle";-7,38243008954595;3,65109391561991;-2,75076232014299;-2,20774317204794;-13,2228803370892;127,659560207251;-4501,15599742122;NA;2
"2513";"NCP Sassappel";"Player";"Red";"jungle";0,580669813766863;-1,51433554690791;2,73995354207855;-0,0816105319777672;-12,8749692547675;1325,15531268958;-1210,82533269942;NA;1
