"";"Parameter";"Parameter_type";"Role";"Side";"Kills above expected per game";"Deaths above expected per game";"Assists above expected per game";"CSAt15Min above expected per game";"CSAtEnd above expected per game";"GoldAt15Min above expected per game";"GoldAtEnd above expected per game";"Games_played";"Kills";"Deaths";"Assists";"CS_at_15_min";"CS_at_end";"Gold_at_15_min";"Gold_at_end"
"122";"Galio";"Champion";"top";"Blue";-1,64555829949399;1,0225667356853;-0,129935143135165;18,5912390101077;29,9759554291562;604,05120195817;1568,1235884018;1;0;1;2;140;294;5019;12209
"123";"Galio";"Champion";"top";"Red";-0,410903032961509;-1,40415532460299;2,93789026870615;3,48332601927601;-1,26161801035743;-248,780999582115;-235,73708620968;3;0,333333333333333;1,33333333333333;4,33333333333333;121,333333333333;199;4690,33333333333;8253,33333333333
"124";"Gangplank";"Champion";"top";"Blue";-0,550109796292567;0,54953752313573;-0,962105466708381;8,89013764421994;15,1813627828429;339,070789225732;1380,41015763348;3;2;1;5;108,333333333333;225,666666666667;4665;11342
"125";"GEN Canyon";"Player";"jungle";"Blue";3,293217581365;-2,3547821303928;4,35133934827249;13,3396885045734;56,358506859781;421,176198926107;3039,70012699659;20;2,4;1,6;5,15;107,25;201,25;4881,15;10316,5
"126";"GEN Canyon";"Player";"jungle";"Red";-0,111240762377749;-1,19033293339615;4,33826193602801;11,2396281982652;49,208851380917;78,1081234208533;1431,36735726653;13;2,15384615384615;1,61538461538462;8;110,769230769231;208,923076923077;4968,46153846154;10695,5384615385
"127";"GEN Chovy";"Player";"mid";"Blue";3,04595765331017;-1,71258247920365;3,40735738682759;11,3382570393952;36,0694928319529;497,041513671394;2518,01392678783;20;2,7;1,45;4,65;138,35;270,1;5340,05;11847,15
"128";"GEN Chovy";"Player";"mid";"Red";1,92990819756623;-0,320939855482948;1,22273959058906;8,89997733696283;25,0311931330418;619,301373431181;1694,6964387084;13;2,76923076923077;1,53846153846154;5,69230769230769;139,307692307692;265,769230769231;5492,92307692308;11969,3846153846
"129";"GEN Duro";"Player";"support";"Blue";0,166970565632007;-0,632759692755202;4,05314325270427;1,1577604872688;0,147734847124327;72,4031634818414;554,100966432773;20;0,55;2,3;6,85;14,6;22;3379,4;6650,45
"130";"GEN Duro";"Player";"support";"Red";0,845942908866255;-2,18948884524115;6,56507976178724;-0,167268220513142;-3,51593215270319;230,813196489525;1103,87947387046;13;0,615384615384615;2,15384615384615;10;15,9230769230769;24,1538461538462;3391,07692307692;7126,84615384615
"131";"GEN Kiin";"Player";"top";"Blue";2,09555863141706;-2,1987099701474;4,29994044189163;12,8539798640792;22,1980767750309;751,33774600622;2294,8648143698;20;2,25;2,65;4,2;112,75;219,75;4773,5;10483,4
"132";"GEN Kiin";"Player";"top";"Red";1,14033232346922;-0,47404591452427;1,41010267024168;-6,92247828240035;5,4903586780289;-262,896415118978;168,290734528984;13;3,15384615384615;1,61538461538462;4,23076923076923;117;229,461538461538;4904,53846153846;11042,3076923077
"133";"GEN Ruler";"Player";"bottom";"Blue";1,6607323001416;-1,97487105501174;3,33002678436649;5,13341616859456;24,4312400170985;254,859556238475;2134,92906283714;20;3,2;1,4;4,35;133,55;291,2;5456,1;12659,9
"134";"GEN Ruler";"Player";"bottom";"Red";3,06613210534929;-0,143131574035191;0,877445582460483;10,3030618803802;-1,28604580294211;656,008856667058;1256,57526063306;13;4,46153846153846;1,53846153846154;4,53846153846154;132,461538461538;268,538461538462;5537,23076923077;12626
"135";"Gnar";"Champion";"top";"Blue";-2,37190961664405;3,16955811334344;0,214955114289873;-3,04398161304792;-25,4835113764376;-148,723832259974;-904,708084358004;11;1,09090909090909;3,36363636363636;3,36363636363636;117,181818181818;220,090909090909;4831;9718
"136";"Gnar";"Champion";"top";"Red";1,61529355714951;-0,0678522538509353;0,0234987475371153;4,95087577076345;8,22845784785375;286,991308822901;1108,77135595252;7;2,57142857142857;2,57142857142857;3,42857142857143;109,857142857143;216,571428571429;4919,14285714286;10533,4285714286
"137";"Gragas";"Champion";"support";"Red";0,442808782137742;-0,435491706833319;-0,0277544290060984;-1,40651688200011;-0,867990236145509;572,205328352155;799,539088488203;3;0,333333333333333;1,66666666666667;5;22,6666666666667;35;3454,33333333333;6376
"138";"Gragas";"Champion";"top";"Blue";-2,16466149775932;0,86176469318815;2,30643963569445;2,98203097449217;-9,65640004952841;-162,590996363976;-400,095801541591;3;1;1,33333333333333;5;105;237;4098;10946
"139";"Gragas";"Champion";"top";"Red";-0,420499380539671;0,199578163925906;1,15253216496587;5,95372886656216;-1,7453284804147;-13,5688458673823;-1352,4108716318;3;1;1,33333333333333;3,66666666666667;102,333333333333;237;4636,66666666667;10688,3333333333
"140";"Gwen";"Champion";"top";"Blue";-1,51963469027349;1,76474689001869;1,63785128367821;0,72491153028567;10,7818644730309;-597,293124310501;-170,018047690322;5;2,6;2,4;2,4;118,2;243,6;4841,6;10642
"141";"Gwen";"Champion";"top";"Red";2,00565995700836;-1,28158827290755;0,120979357099715;-2,48568571708792;10,6990643355971;97,3409601092052;831,234584562371;18;2,77777777777778;2;3,66666666666667;119;245,833333333333;4955,22222222222;11412
"142";"HLE Delight";"Player";"support";"Blue";0,292226942277385;-0,261293209238919;1,7972627571385;7,98193865070865;9,52753760776521;257,972804200407;656,659305049862;23;0,739130434782609;2,8695652173913;7,08695652173913;23,6086956521739;36,8695652173913;3489,34782608696;7232,60869565217
"143";"HLE Delight";"Player";"support";"Red";0,415791503914207;-2,45386967203438;4,29582679468685;4,89566681812655;10,5285176897898;228,585129311172;715,636738957787;18;0,888888888888889;2,05555555555556;6,66666666666667;24,5;37,6111111111111;3445,22222222222;6932,88888888889
"144";"HLE Peanut";"Player";"jungle";"Blue";1,39325577047556;-1,47929546626073;3,4505640066001;13,9585506824366;41,136182485626;461,022258928877;1836,51054308779;23;2;2,60869565217391;6,17391304347826;102,434782608696;196,739130434783;4885,86956521739;10327,0434782609
"145";"HLE Peanut";"Player";"jungle";"Red";1,50315991216243;-0,0538728930250034;0,422411578346952;0,649190179848765;47,1151588996197;-108,572713786518;1472,10704860677;18;2;1,83333333333333;5,27777777777778;97,6666666666667;183,222222222222;4727,44444444444;9605,66666666667
"146";"HLE Viper";"Player";"bottom";"Blue";-0,310016760155898;-1,05122658165425;0,938407338318373;0,880952868637691;13,8781202215194;-85,4028180036976;441,36049375765;23;3,08695652173913;1,91304347826087;4,08695652173913;128,478260869565;279,782608695652;5202,4347826087;12258,3913043478
"147";"HLE Viper";"Player";"bottom";"Red";0,233262846171313;-0,21402288327197;2,70571361643224;4,67109606734089;-2,19569140882917;354,957967669722;10,9687129323394;18;3,33333333333333;1,05555555555556;4,11111111111111;131,611111111111;272,111111111111;5425,22222222222;11888,7777777778
"148";"HLE Zeka";"Player";"mid";"Blue";1,93618009735419;-0,943486787154234;2,84686496901367;7,92213133788008;8,12821295275196;497,47496782026;1266,8661156561;23;2,65217391304348;2,47826086956522;4,17391304347826;131,695652173913;256,608695652174;5336,08695652174;11435,7391304348
"149";"HLE Zeka";"Player";"mid";"Red";2,56692836710124;-1,23422779372342;-0,219126686605534;3,12306214663442;3,5585570532612;257,592461047687;1063,20800063189;18;2,72222222222222;1,38888888888889;3,72222222222222;132,722222222222;250,388888888889;5148,88888888889;10956,9444444444
"150";"HLE Zeus";"Player";"top";"Blue";1,71682711900327;-1,58385430915014;0,875587416891936;18,3526020838447;19,3211968566403;797,872633523247;1700,90474040849;23;2,95652173913043;2,34782608695652;3,43478260869565;119,086956521739;245,826086956522;5034,47826086957;11759,1739130435
"151";"HLE Zeus";"Player";"top";"Red";0,977278815012871;0,399534794231567;0,584505566346547;-5,56788426687433;9,60815742036842;33,6990661892616;426,64830613134;18;2,05555555555556;2,38888888888889;3,88888888888889;116,5;229,722222222222;4977,88888888889;10720,8888888889
"152";"Hwei";"Champion";"mid";"Blue";-1,21227244305431;0,933219597226258;-4,7716672533601;1,69516298622883;1,95486516233843;-449,477230307136;-1578,44780026676;5;2;1,6;2;132;256;5009,4;10447,4
"153";"Hwei";"Champion";"mid";"Red";0,134543524951624;-0,369229820501307;-1,43750982627541;8,98166262289628;-23,6990349975494;302,620505178119;-2223,64445058858;2;2;1;3;126;258,5;5113,5;10857,5
"154";"Irelia";"Champion";"top";"Blue";0,0600223196745663;3,99843149007684;2,89738230087596;27,908566909592;25,1414981697797;346,045325308802;1565,68027529699;1;3;4;3;100;235;4683;10961
"155";"Ivern";"Champion";"jungle";"Blue";-1,97180594556042;-1,27439869696706;0,612272296934012;-22,6569267553042;-57,8901081794537;-167,802921609773;-1964,29459518365;2;0;0,5;9;97;152,5;4956,5;8781
"156";"Ivern";"Champion";"jungle";"Red";-4,28197965595007;3,58819633398786;-4,96888879425937;-40,2276029749452;-77,8810694133301;-1249,13895377945;-2761,97801090372;1;1;2;3;89;155;4574;8319
"157";"JarvanIV";"Champion";"jungle";"Blue";0,556495547760724;-3,96117292955241;-0,643541743471264;-14,2464835155658;-23,6977354161913;-136,200021584688;-1380,85407112468;1;0;0;4;93;154;4301;7475
"158";"Jax";"Champion";"jungle";"Red";-1,58125854100155;3,3267239811297;-11,8123659157355;-19,7305524668575;-11,1843670926365;-853,296247415441;-1136,64469414205;1;1;1;4;120;222;5478;10281
"159";"Jax";"Champion";"top";"Blue";-0,159615794795705;1,3617817826864;0,752997043569636;-2,18527485834562;-19,0712042443512;-181,679909873801;44,8083706859863;9;2,55555555555556;1,55555555555556;3,11111111111111;96,6666666666667;230,777777777778;4423,66666666667;11541,1111111111
"160";"Jax";"Champion";"top";"Red";1,51922643552229;0,0314933038644372;-1,4061684027847;-6,01044567522574;12,6586912680682;-77,0382505269413;833,08617415776;12;1,58333333333333;2,25;2,75;107,583333333333;236,583333333333;4561,75;11001,9166666667
"161";"Jayce";"Champion";"mid";"Blue";-2,11165842517506;2,33978172033931;-4,32070167553483;8,00592034175799;19,6590012642374;-330,206215862134;-426,818883504152;2;2;2;4,5;143;274,5;5397,5;11729
"162";"Jayce";"Champion";"mid";"Red";-1,06777275511728;0,0418113210920998;-1,41877763372838;6,79890941922377;2,6571298351379;206,719741882446;-244,232033361292;2;2,5;0,5;3;136;229,5;5208,5;10006,5
"163";"Jayce";"Champion";"top";"Blue";-0,938922495506639;1,43977402438065;-0,252770263385779;16,3673555821796;6,73688089779276;507,79825607964;437,689369315196;19;1,68421052631579;2,73684210526316;3,73684210526316;123,368421052632;250,789473684211;5015;11281,4210526316
"164";"Jayce";"Champion";"top";"Red";0,934762779328723;-1,38198384880875;2,94537424329705;6,33762306519041;33,8015826875629;80,374261468846;1360,33994273844;32;2,53125;1,9375;4,09375;121,21875;249,78125;5010,5;11680,65625
"165";"Jhin";"Champion";"bottom";"Blue";2,73204100627908;-2,07052626872509;7,72358233409096;-11,0927990429221;-15,2670416916769;-430,177456658578;731,286428733795;10;2,6;1,4;5,3;131,4;261,3;5105,3;11060,8
"166";"Jhin";"Champion";"bottom";"Red";-2,41237629954484;-0,423758806062205;-1,09936163855375;2,71713851834829;-0,960587185250506;-236,874218657627;-1169,45725212046;12;2,83333333333333;1,5;6,08333333333333;126;281,916666666667;5004,83333333333;12350,1666666667
"167";"Jinx";"Champion";"bottom";"Blue";3,16754619276689;-2,17476105615122;5,44672495132319;-11,8231256540889;0,278582206363931;30,2665609793244;1797,86787936527;5;3;1,2;3,2;136,6;307,8;5838,6;13266,2
"168";"Jinx";"Champion";"bottom";"Red";0,172250891884771;0,0979092962986989;0,095340400047407;-9,36821344648635;-7,72397304163156;-246,001633752445;-150,813454530077;6;1,66666666666667;1,66666666666667;4,16666666666667;125;277,833333333333;5069;11548,3333333333
"169";"Kaisa";"Champion";"bottom";"Blue";3,5405164932346;-2,00007060772942;4,26119109137374;-25,1968032169769;-14,0935671906184;-860,386198661053;1192,44429170823;16;3,125;2,0625;3,5;120,6875;281,5625;4914,3125;12570,875
"170";"Kaisa";"Champion";"bottom";"Red";1,54618413629992;-0,406027882924766;-3,88387723607987;-4,05415068891344;-6,35633466007313;15,8123994048219;68,723076548829;22;4,04545454545455;1,31818181818182;3,36363636363636;129,090909090909;265,454545454545;5325,63636363636;12159,4545454545
"171";"Kalista";"Champion";"bottom";"Blue";3,29331620229012;-1,06878441265039;1,85769255175841;-9,66690583144811;-3,70018890486351;-440,366036318078;1019,16810869032;8;2,5;2,375;2,875;128,5;255;4982,25;11153,625
"172";"Kalista";"Champion";"bottom";"Red";0,0186292801290868;0,0784090353286529;-2,56505188161508;-1,07487174972635;-5,44617803667164;-144,891195098278;-559,441850371131;12;3,91666666666667;1,75;3,5;125,666666666667;294,166666666667;5224,41666666667;13294,1666666667
"173";"Karma";"Champion";"support";"Blue";-0,805037264596659;-0,603663212335234;-0,19357709886765;0,342769118598899;3,98151818559388;343,2789876713;236,924110907991;6;0,333333333333333;2,16666666666667;7;23;34,6666666666667;3633,5;7816,83333333333
"174";"Karma";"Champion";"support";"Red";2,3521822770434;-0,0515845595170366;1,91582868730593;-1,39940527299436;-9,48565165950531;286,187047129255;427,454523097118;1;2;3;15;22;33;3498;8189
"175";"Karthus";"Champion";"jungle";"Red";5,41618314486983;0,363294003504215;0,15891662169584;-15,4125995886361;20,8810149269649;77,8325586242684;3665,17396927404;2;4;3;13;113,5;242;5317,5;12766
"176";"Kennen";"Champion";"top";"Blue";1,4516798883017;1,2667079334913;-1,95291097692326;18,7099346333313;9,31369947233433;820,815789167325;1592,80896111026;1;3;3;3;133;273;5326;12226
"177";"Kennen";"Champion";"top";"Red";6,46365393062506;-9,55628444896852;4,05830313790331;21,706191051333;61,0728357576049;989,755388134536;4256,98226313945;1;5;0;6;131;187;5400;11102
"178";"Kindred";"Champion";"jungle";"Red";3,69873366456438;0,640268978250151;-3,45738963121669;-15,1224110222098;16,2767805979112;-13,2021459149152;3748,61162344996;1;2;1;8;100;229;4797;12125
"179";"KogMaw";"Champion";"bottom";"Blue";1,85523894635335;-1,09451514711552;9,12173188187554;-21,3647413294043;-78,2876830882601;-332,310532423924;-2001,29226161861;1;2;0;4;140;308;5253;12635
"180";"KSante";"Champion";"top";"Blue";-1,34280954553943;1,23973093489189;-0,0238474618613769;5,99699034617118;-11,5280105759712;-158,972588683164;-721,474839227459;14;1,21428571428571;1,92857142857143;2,92857142857143;116,785714285714;220,285714285714;4575,14285714286;9670,92857142857
"181";"KSante";"Champion";"top";"Red";1,08711790757567;-0,68449823814913;1,7387112031409;-0,144886579310736;-5,43219253364589;158,130392443266;146,145401650934;13;1,76923076923077;1,61538461538462;3,76923076923077;121,307692307692;223,769230769231;4887,84615384615;10180,7692307692
"182";"KT Bdd";"Player";"mid";"Blue";2,10668181820645;-0,930592893384807;2,47946357591661;4,24766901560858;15,1247184281295;259,956858924162;1186,21385409434;12;2,16666666666667;2;2,91666666666667;130,666666666667;255,083333333333;5185,25;10892,9166666667
"183";"KT Bdd";"Player";"mid";"Red";1,41866878938412;-0,202060181985571;-1,37389775832072;2,43625303269338;21,6377583628844;151,819426457588;1183,87975208374;18;3,22222222222222;1,5;3,5;129;258,5;5093,05555555556;11475,0555555556
"184";"KT Casting";"Player";"top";"Blue";-0,828207109413293;-0,443472821620202;2,39002882490798;8,9798503251184;-8,79944079462504;325,142774448046;-290,105497640993;5;1,6;1,6;2,8;115,4;202;4617,2;9412
"185";"KT Casting";"Player";"top";"Red";0,748430028619443;1,11096096659239;-1,51649330169335;-16,5808577748887;3,46479795815324;-272,759881581104;-492,725065405429;9;1,88888888888889;2,44444444444444;3;106;224,777777777778;4722;10381,6666666667
"186";"KT Cuzz";"Player";"jungle";"Blue";0,892195182244696;-0,495352254250385;0,00465470989274048;6,70409302858028;25,7089719566455;-14,8629995133586;617,001850949704;12;1,83333333333333;1,91666666666667;3,41666666666667;106,333333333333;194,666666666667;4802,25;9429,41666666667
"187";"KT Cuzz";"Player";"jungle";"Red";0,448134567959121;0,350955178907632;-0,0560751918210339;-0,36520337971593;9,46132132662907;-219,878309241121;-179,85575636875;18;2,5;1,94444444444444;5,38888888888889;103,055555555556;197,833333333333;4963,33333333333;10205,6666666667
"188";"KT deokdam";"Player";"bottom";"Blue";0,501364923115122;-0,127414508820075;-0,0610904524862505;-15,1256287460332;-11,2590431302046;-585,028513380236;125,14319672349;9;2;2;3,22222222222222;124,555555555556;249,777777777778;4961,22222222222;10548,1111111111
"189";"KT deokdam";"Player";"bottom";"Red";-0,667602245084156;1,06447401141078;-0,232809967266222;5,60002671969973;-7,71113965558639;16,3019123464859;-1313,11832160156;14;1,85714285714286;1,92857142857143;4,07142857142857;118,857142857143;260,428571428571;4903,5;11175,7142857143
"190";"KT Paduck";"Player";"bottom";"Blue";0,902615137507321;-0,578090597864101;-0,460573413771046;-21,7181303826986;-21,9413131341891;-655,481545714919;-522,771839221434;3;0,333333333333333;2;1,66666666666667;122;248;4629,66666666667;9779,66666666667
"191";"KT Paduck";"Player";"bottom";"Red";-1,68925744268132;0,635286689179738;0,749010297809924;4,43327382588961;-9,05768104791708;63,9529473237484;-1398,44264606815;4;2;2,5;4,75;117,5;247,75;5113,75;10795,25
"192";"KT PerfecT";"Player";"top";"Blue";0,0974073971707269;-1,68699324137056;1,15734374233402;7,99733175040235;8,54466364507231;336,181881029487;668,37545839843;7;1,28571428571429;1,42857142857143;3,57142857142857;119,714285714286;226;4678,71428571429;9753
"193";"KT PerfecT";"Player";"top";"Red";-1,27621361347331;0,892379219127711;-2,16065329727357;-7,03940691434076;-35,0514547247887;-409,908152774224;-2244,26032219719;9;1,11111111111111;2,33333333333333;3;111,555555555556;221,333333333333;4629,77777777778;10132,2222222222
"194";"KT Peter";"Player";"support";"Blue";0,0115613833036105;1,46147381604151;0,157515471460041;4,04395946753754;2,16113934188248;147,193436424169;212,934973540691;7;0,285714285714286;3;5,71428571428571;20,7142857142857;29,5714285714286;3312;6392,85714285714
"195";"KT Peter";"Player";"support";"Red";-0,130878364515127;-2,87558656204256;3,81131549192574;-0,650952896480752;0,406881387138677;48,6224592515672;-140,097537993894;11;0,545454545454545;1,90909090909091;7,63636363636364;19,4545454545455;33,5454545454545;3456,54545454545;7197,90909090909
"196";"KT Way";"Player";"support";"Blue";0,465822280581182;0,0929506052560312;2,08923236917059;1,22748562969474;-1,68070754673035;90,3630929929462;471,63492191713;5;0,8;2,4;6,4;17,8;25,4;3451;6331,8
"197";"KT Way";"Player";"support";"Red";0,284013041274016;-0,331543075914803;-1,83881322203453;-3,16530429380077;0,858839123966818;-14,4118933504136;-490,568579342284;7;0,571428571428571;3,42857142857143;4;17,2857142857143;26,1428571428571;3244,14285714286;6096,57142857143
"198";"Leblanc";"Champion";"mid";"Blue";-3,50473979444447;0,182067994433543;-4,50071395887916;16,899571202832;18,5484958039171;-382,934571740051;-565,016117602398;1;1;0;4;139;314;4914;14123
"199";"Leblanc";"Champion";"mid";"Red";3,35598710530423;0,837218384891311;-1,0559697665013;2,01914622332255;-9,35387641277895;210,683309246637;-14,6162314502848;2;4;1;6;137;260;5387;11493
"200";"Leblanc";"Champion";"support";"Blue";1,02860897764552;-1,29639766151157;-3,97070932748592;4,00085048768203;6,53214034248023;-143,183443094377;-191,387619701558;1;1;2;2;25;33;3452;6520
"201";"LeeSin";"Champion";"jungle";"Blue";1,44830725865198;-1,34969655767826;-5,39583593898471;-13,2915925109199;-13,8277021304482;137,669861918356;-1177,11843006354;7;1,28571428571429;2;3,71428571428571;101;194,714285714286;4628,57142857143;9635,57142857143
"202";"LeeSin";"Champion";"jungle";"Red";-0,60934377086554;2,95206040639587;-9,95099885094752;-19,6879333724533;-15,3895448402401;-762,338086800157;16,0531650798254;3;1,66666666666667;2;4,66666666666667;116;206;4933;10142
"203";"Leona";"Champion";"support";"Blue";0,449978155854103;0,583496728143651;-1,58883452191677;2,81736746803018;2,68158406854593;175,104815423487;243,020571718511;19;1;3,26315789473684;5,68421052631579;22,5263157894737;33,2105263157895;3412,31578947368;6744,05263157895
"204";"Leona";"Champion";"support";"Red";-0,470762280647359;-0,0762629787564319;0,629693672928655;5,12553024635186;6,78952896719449;-108,906480152069;209,599693427883;17;0,529411764705882;2,64705882352941;6,70588235294118;22;33,1764705882353;3238,23529411765;6390,17647058824
"205";"Lillia";"Champion";"jungle";"Blue";3,03733783590927;-4,46385135289842;0,127639903087049;3,68684846670436;37,3206057167558;750,183653337244;1057,48263581715;10;2,4;1,7;5,1;111,6;221,4;4982,2;10755,4
"206";"Lillia";"Champion";"jungle";"Red";2,98766438517367;0,483330415073379;-5,51812305996237;-19,7476060272285;4,26394417798824;-334,434858934751;1765,95300568716;9;2,66666666666667;1,11111111111111;5,44444444444444;110,555555555556;214,444444444444;5053,33333333333;10569,4444444444
"207";"Lucian";"Champion";"bottom";"Blue";2,84459170384953;-1,56089957152073;8,57808433237047;7,97754805966833;31,8755578333663;434,2567841556;2791,36793500441;3;3,66666666666667;2;5;131;308,333333333333;5497,33333333333;14027,6666666667
"208";"Lucian";"Champion";"bottom";"Red";-3,04855346011008;-0,476337870822368;-4,20843517584974;4,15722898430554;45,6495566156581;-317,090718825515;-882,547101398211;2;2,5;1,5;2;130;351,5;5051,5;15376
"209";"Lulu";"Champion";"support";"Blue";0,884276545959331;-0,785140038418776;5,0661298073279;-11,4018293222036;-10,1750911995297;1046,38526789546;1454,93977037215;3;1,33333333333333;1,66666666666667;8,33333333333333;17,3333333333333;22,6666666666667;4054;6501,66666666667
"210";"Lulu";"Champion";"support";"Red";0,380673967413833;-0,147422472997285;-2,37123864769386;1,76982453659549;3,448364110192;84,5834610376589;320,398540049883;5;0,4;1,6;5,2;16;24,4;3450,8;6485,6
"211";"Lux";"Champion";"support";"Blue";0,0994082362401631;1,33956815320741;-0,286592547468433;-19,4743337323071;-9,25143504353621;-391,878294481411;880,718926138154;1;0;1;4;17;36;3229;8003
"212";"Maokai";"Champion";"jungle";"Blue";1,2049780703215;-2,11602883274797;-4,26584500006283;-19,6917423349159;-36,427093624247;132,725951821238;-1708,14892137229;8;2,25;2;5,375;95,875;164,875;4685,375;9171,875
"213";"Maokai";"Champion";"jungle";"Red";-0,622214589767126;2,75052430483063;-6,40170027050713;-30,6409863594066;-63,3091229143288;-869,552095184111;-1391,00811530767;7;1,57142857142857;3;5;92,8571428571429;157,714285714286;4528,42857142857;8773,85714285714
"214";"Maokai";"Champion";"support";"Blue";0,706116182553248;1,49756481500264;-0,108034109677789;0,621492800341904;-0,296994433560925;109,440552667695;402,879631492402;2;1;4;5;19,5;29;3498,5;6423
"215";"Mel";"Champion";"mid";"Blue";2,82550844015542;-1,19364605394838;-4,25880658478134;6,74430042561491;-65,4257706794716;943,504573284422;-1331,62079061019;1;2;1;2;126;239;5396;10007
"216";"Mel";"Champion";"mid";"Red";5,14000000650983;2,98684887113668;-0,502802866618188;32,9745793414101;30,0181919497543;1315,94299316109;2350,1956655382;1;9;6;12;132;308;5425;17578
"217";"Milio";"Champion";"support";"Red";0,0854773926147198;-1,8326167305991;-2,37799186988225;7,04567367922032;12,2976615287866;304,328263678674;-1122,77199111669;1;0;1;10;20;26;3718;8454
"218";"MissFortune";"Champion";"bottom";"Blue";2,17446552866465;-1,36899145896985;4,38860038897038;-12,8568238780348;-1,4731595941989;-361,214932617836;1134,78056336788;23;2,30434782608696;1,65217391304348;3,08695652173913;128,478260869565;280,521739130435;5160,73913043478;11853,2608695652
"219";"MissFortune";"Champion";"bottom";"Red";2,38235468424435;-1,0785026389675;-0,337484623832655;15,1908860605323;16,3939618243147;604,921341641665;1291,57416555746;17;4,17647058823529;1,29411764705882;4;133,117647058824;285,235294117647;5465,41176470588;12848,9411764706
"220";"MonkeyKing";"Champion";"jungle";"Blue";0,0503993349387502;-0,900162033203816;-6,89915951641864;-15,558224951592;1,49933492237472;52,5137644427248;-773,735815656606;12;2,08333333333333;3,08333333333333;3,41666666666667;98,25;183,416666666667;4740,5;9690,75
"221";"MonkeyKing";"Champion";"jungle";"Red";2,97870249078265;0,0783358327059146;-4,49559431767082;-26,1310173249897;-17,2370286893338;-464,272409994968;1342,5333716283;16;2,4375;1,5;6;102,5625;199,1875;4979,4375;10476,8125
